Sort,Station name,"Three Letter Code
(TLC)",National Location Code (NLC),Region,Local authority: district or unitary,Apr 1997 to Mar 1998,Apr 1998 to Mar 1999,Apr 1999 to Mar 2000,Apr 2000 to Mar 2001,Apr 2001 to Mar 2002,Apr 2002 to Mar 2003,Apr 2003 to Mar 2004,Apr 2004 to Mar 2005,Apr 2005 to Mar 2006,Apr 2006 to Mar 2007,Apr 2007 to Mar 2008,Apr 2008 to Mar 2009,Apr 2009 to Mar 2010,Apr 2010 to Mar 2011,Apr 2011 to Mar 2012,Apr 2012 to Mar 2013,Apr 2013 to Mar 2014,Apr 2014 to Mar 2015,Apr 2015 to Mar 2016,Apr 2016 to Mar 2017,Apr 2017 to Mar 2018,Apr 2018 to Mar 2019,Apr 2019 to Mar 2020,Apr 2020 to Mar 2021,Apr 2021 to Mar 2022,Apr 2022 to Mar 2023 [b],Apr 2023 to Mar 2024,Apr 2024 to Mar 2025
2096,Sheerness-On-Sea,SSS,5184,South East,Swale,"424,614","461,189","494,447","484,581","512,178","502,274",[x],"566,332","588,702","578,785","586,705","572,760","520,848","521,910","474,342","411,480","390,136","395,970","403,538","432,798","449,588","440,216","428,926","133,322","332,398","348,514","407,550","439,094"
2097,Sheffield,SHF,6691,Yorkshire and The Humber,Sheffield,"3,534,085","3,690,027","3,994,306","3,933,675","4,097,806","4,247,821",[x],"5,000,841","5,167,426","5,589,901","5,848,050","7,334,436","7,538,058","8,051,572","8,436,124","8,614,946","8,618,394","9,112,726","9,213,092","9,538,052","9,655,542","9,907,724","10,094,758","1,906,820","7,205,884","8,677,012","9,449,310","10,315,220"
2098,Shelford (Cambs),SED,7043,East of England,South Cambridgeshire,"83,131","90,549","111,317","109,223","94,671","96,005",[x],"107,537","111,283","111,852","125,588","145,304","137,754","149,788","145,900","154,060","152,976","159,920","174,954","182,138","204,618","207,478","216,194","57,942","140,840","170,262","207,250","221,546"
2099,Shenfield,SNF,6888,East of England,Brentwood,"2,208,672","2,401,015","2,561,573","2,672,654","2,667,843","2,701,210",[x],"2,861,253","2,907,917","2,965,886","3,024,519","3,008,422","2,825,598","2,936,428","2,991,100","3,131,298","3,314,120","3,486,772","3,689,850","3,746,572","3,872,484","4,149,488","4,170,558","1,063,094","2,863,920","5,105,512","6,518,666","5,814,886"
2100,Shenstone,SEN,1178,West Midlands,Lichfield,"92,417","118,387","96,398","94,485","92,594","89,025",[x],"113,920","126,470","132,870","151,069","143,482","203,170","188,958","160,342","180,624","174,440","178,508","177,108","190,612","199,236","174,508","178,698","61,570","91,782","129,780","141,974","149,888"
2101,Shepherd's Bush,SPB,9587,London,Hammersmith and Fulham,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"2,675","247,534","1,014,896","2,240,736","3,149,596","3,818,228","3,932,956","4,433,470","8,653,428","7,984,042","7,952,788","7,955,106","7,647,088","2,271,628","5,008,562","5,705,198","6,492,550","6,931,918"
2102,Shepherds Well,SPH,5186,South East,Dover,"63,955","67,247","65,169","62,992","60,013","56,216",[x],"59,202","62,690","61,927","56,390","53,574","50,186","47,270","43,246","43,088","44,030","43,014","40,912","45,032","48,354","52,266","51,234","16,966","37,758","53,410","65,634","70,278"
2103,Shepley,SPY,8448,Yorkshire and The Humber,Kirklees,"27,700","28,421","41,838","40,153","35,588","32,822",[x],"41,692","42,793","46,134","52,770","65,630","64,926","65,104","66,938","69,020","68,874","73,360","72,266","69,936","74,316","71,536","75,008","17,484","52,358","55,128","54,392","62,316"
2104,Shepperton,SHP,5605,South East,Spelthorne,"275,885","303,211","315,792","318,735","299,732","305,516",[x],"338,823","341,093","365,329","442,807","439,252","408,058","422,116","427,342","422,928","419,200","442,564","448,414","423,718","418,554","392,426","358,762","78,532","219,156","284,934","334,578","346,958"
2105,Shepreth,STH,7044,East of England,South Cambridgeshire,"34,377","33,025","36,582","43,097","43,721","41,996",[x],"48,622","56,747","76,382","75,052","75,704","79,104","83,524","82,422","86,304","92,146","105,802","105,852","110,756","114,294","115,600","117,102","23,676","68,718","91,082","98,754","109,514"
2106,Sherborne,SHE,5835,South West,Dorset,"123,275","124,869","134,444","144,789","137,212","141,285",[x],"155,010","163,108","166,559","185,457","188,974","191,300","195,390","203,944","203,148","212,780","216,114","220,980","234,980","221,734","210,170","195,422","36,452","130,770","155,482","177,210","207,354"
2107,Sherburn-In-Elmet,SIE,8257,Yorkshire and The Humber,North Yorkshire,"10,773","10,619","13,437","13,665","14,905","15,266",[x],"20,036","24,159","21,967","21,580","23,090","22,542","21,798","31,922","38,662","42,544","44,254","50,132","47,488","51,986","59,632","74,756","19,078","70,994","83,266","100,454","122,098"
2108,Sheringham,SHM,7319,East of England,North Norfolk,"72,657","86,500","99,566","107,601","125,167","106,721",[x],"130,284","127,588","131,937","177,090","185,888","179,542","183,970","189,004","190,844","189,976","196,068","195,104","209,952","221,438","225,894","182,288","53,214","233,550","232,222","244,950","267,898"
2109,Shettleston,SLS,9903,Scotland,Glasgow City,"543,218","604,976","582,165","619,421","542,942","495,454",[x],"562,143","644,542","524,604","568,430","625,028","621,802","613,980","682,708","703,608","673,632","707,460","714,812","699,048","689,594","672,046","636,686","114,994","368,006","473,728","631,920","651,582"
2110,Shieldmuir,SDM,9552,Scotland,North Lanarkshire,"9,802","11,801","12,663","12,372","10,855","8,467",[x],"6,637","8,180","10,604","23,008","41,248","48,882","57,306","56,784","69,500","81,376","89,178","105,166","113,940","116,254","109,556","113,338","12,738","54,514","84,282","111,508","121,668"
2111,Shifnal,SFN,4619,West Midlands,Shropshire,"63,046","62,215","57,116","57,304","62,098","55,263",[x],"50,332","58,795","64,201","80,233","100,746","100,716","104,222","121,996","121,628","133,230","131,214","144,532","166,046","181,468","187,162","206,674","39,078","114,584","142,132","173,102","236,680"
2112,Shildon,SHD,7893,North East,County Durham,"35,198","35,617","36,302","35,756","30,749","25,499",[x],"34,984","39,868","46,114","49,515","45,836","43,268","48,442","58,478","56,128","62,270","50,696","45,816","51,994","48,838","67,568","65,168","19,362","56,818","56,968","54,624","60,288"
2113,Shiplake,SHI,3150,South East,South Oxfordshire,"74,949","74,514","78,665","86,704","90,963","95,651",[x],"86,399","79,345","73,914","75,546","77,684","74,604","79,782","86,928","93,466","89,240","92,580","91,314","92,632","86,700","90,468","94,084","15,028","47,360","78,466","104,900","128,782"
2114,Shipley (Yorks),SHY,8347,Yorkshire and The Humber,Bradford,"477,962","537,518","600,630","604,162","624,266","670,034",[x],"831,332","862,724","902,192","946,386","1,275,264","1,303,096","1,482,972","1,531,872","1,666,542","1,731,591","1,775,968","1,739,258","1,744,520","1,716,314","1,704,388","1,665,754","459,298","1,004,806","1,106,944","1,129,942","1,195,542"
2115,Shippea Hill,SPP,7073,East of England,East Cambridgeshire,478,677,261,164,58,29,[x],37,26,606,845,868,942,812,376,50,12,22,12,156,276,432,164,36,102,142,70,76
2116,Shipton,SIP,3009,South East,West Oxfordshire,"3,164","3,780","3,226","3,977","3,645","5,057",[x],"6,231","5,513","5,389","3,914","3,032","2,890","3,614","4,680","5,028","5,050","4,884","5,660","6,568","4,572","4,524","5,136",592,"2,250","2,354","3,692","3,904"
2117,Shirebrook,SHB,1595,East Midlands,Bolsover,[z],"47,927","52,367","58,851","59,466","54,013",[x],"54,061","57,567","57,417","54,073","55,536","64,762","61,042","66,668","71,774","63,635","74,738","87,276","84,848","87,390","88,488","91,546","26,842","64,744","77,094","75,160","75,060"
2118,Shirehampton,SHH,3206,South West,"Bristol, City of","31,323","36,030","32,961","38,454","44,640","37,563",[x],"29,645","31,539","38,493","30,893","34,292","35,758","42,566","43,480","50,654","51,542","52,480","56,756","55,762","48,700","47,234","55,518","17,454","42,264","67,124","70,000","63,976"
2119,Shireoaks,SRO,6570,East Midlands,Bassetlaw,"8,126","6,690","6,775","7,404","9,041","8,850",[x],"15,460","17,487","20,097","18,380","23,164","26,650","30,168","31,854","32,982","36,682","35,578","34,984","39,640","37,594","35,166","36,624","7,890","28,278","35,526","42,882","54,282"
2120,Shirley,SRL,4526,West Midlands,Solihull,"138,614","152,934","146,535","148,690","144,449","145,274",[x],"163,883","163,364","172,739","163,997","368,850","365,898","366,136","313,426","318,554","332,984","329,462","357,198","362,118","359,496","406,290","410,880","86,730","210,046","247,120","280,236","314,972"
2121,Shoeburyness,SRY,7455,East of England,Southend-on-Sea,"277,191","302,785","332,878","406,062","397,120","451,936",[x],"506,123","530,724","553,435","599,071","587,670","607,410","653,194","672,342","661,336","689,544","699,882","723,170","745,762","746,524","751,332","700,164","250,894","442,792","493,496","504,226","540,912"
2122,Sholing,SHO,5930,South East,Southampton,"25,339","27,567","25,847","33,129","25,488","27,820",[x],"35,631","39,392","43,646","46,523","63,072","70,744","85,310","90,848","103,748","108,140","120,302","120,880","116,240","104,066","109,134","101,626","35,736","73,474","86,890","87,902","90,740"
2123,Shoreditch High Street,SDC,1024,London,Tower Hamlets,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"3,068,578","2,617,624","3,263,664","4,057,118","4,877,664","7,661,254","7,855,004","8,586,056","9,374,284","9,054,490","1,403,324","4,843,922","7,054,388","7,805,726","7,294,534"
2124,Shoreham (Kent),SEH,5074,South East,Sevenoaks,"17,355","18,377","18,499","20,073","16,111","16,003",[x],"24,842","22,798","25,501","32,053","35,242","36,744","38,324","41,330","37,626","37,796","41,686","40,812","44,294","55,082","60,986","62,426","19,084","49,002","55,256","68,866","82,766"
2125,Shoreham-By-Sea,SSE,5277,South East,Adur,"913,796","900,775","939,391","898,918","941,432","959,331",[x],"1,019,274","1,056,956","1,190,381","1,273,690","1,291,954","1,295,044","1,390,076","1,440,586","1,460,198","1,471,692","1,491,742","1,458,128","1,138,952","1,235,214","1,316,990","1,372,082","418,294","945,632","1,101,476","1,175,928","1,302,590"
2126,Shortlands,SRT,5084,London,Bromley,"816,297","1,007,148","1,039,148","1,045,964","1,041,961","1,007,715",[x],"947,423","983,508","1,299,187","1,396,780","1,363,762","1,355,666","1,426,356","1,450,506","1,471,166","1,576,124","1,651,738","1,651,664","1,633,138","1,599,276","1,573,432","1,495,278","338,222","760,960","934,704","1,073,462","1,128,652"
2127,Shotton,SHT,2546,Wales,Flintshire - Sir y Fflint,"159,229","166,962","168,245","164,850","163,230","147,553",[x],"162,455","163,974","168,317","184,406","190,566","201,788","218,370","246,270","246,270","247,938","240,596","237,194","234,124","215,062","213,414","200,402","44,368","141,210","177,044","208,574","276,948"
2128,Shotts,SHS,9739,Scotland,North Lanarkshire,"92,670","108,001","110,792","110,611","110,341","112,459",[x],"133,755","144,228","147,351","143,728","149,816","148,328","177,816","196,808","203,648","207,306","218,600","224,118","200,058","182,220","172,186","178,964","25,126","90,192","112,538","149,698","173,044"
2129,Shrewsbury,SHR,4387,West Midlands,Shropshire,"1,137,280","1,198,657","1,187,290","1,173,658","1,222,731","1,258,246",[x],"1,295,483","1,316,852","1,342,789","1,460,860","1,595,812","1,630,474","1,676,850","1,731,572","1,749,732","1,801,680","1,911,258","1,979,248","2,087,820","2,209,670","2,226,302","2,221,170","549,692","1,582,378","1,848,336","2,013,398","2,321,270"
2130,Sidcup,SID,5125,London,Bexley,"1,879,636","2,029,273","2,104,738","2,244,773","2,308,704","2,421,150",[x],"2,361,034","2,395,111","2,989,320","3,157,132","3,054,642","2,882,020","2,859,062","2,875,344","2,926,464","3,156,693","3,280,940","3,059,858","3,047,522","2,982,696","3,172,138","3,107,486","751,070","1,779,460","2,179,116","2,442,654","2,614,930"
2131,Sileby,SIL,1902,East Midlands,Charnwood,"64,468","70,974","71,645","70,261","58,926","60,395",[x],"76,147","74,769","84,501","98,262","98,336","105,122","103,656","107,526","99,918","111,478","113,626","123,694","116,452","111,884","127,642","124,242","28,462","72,410","109,414","134,392","153,360"
2132,Silecroft,SIC,2000,North West,Cumberland,"5,435","3,919","5,096","6,635","7,826","6,361",[x],"5,881","8,669","7,580","12,730","7,716","10,006","9,786","10,370","9,944","11,496","10,372","9,862","8,104","7,030","7,858","10,810","4,270","8,800","8,038","8,270","7,644"
2133,Silkstone Common,SLK,6782,Yorkshire and The Humber,Barnsley,"21,499","21,684","22,736","24,906","24,594","21,776",[x],"26,210","26,005","22,202","24,035","30,092","29,320","29,372","30,702","31,624","30,402","39,466","39,488","40,248","39,652","36,926","43,628","7,614","28,164","29,096","31,134","34,104"
2134,Silver Street,SLV,6972,London,Enfield,"188,018","245,311","275,067","256,758","256,615","257,555",[x],"256,170","213,286","471,408","575,550","517,680","500,074","584,932","669,552","715,988","814,968","887,704","1,389,866","1,580,616","1,687,536","1,773,414","1,730,756","673,570","1,266,922","1,480,404","2,031,648","2,136,452"
2135,Silverdale,SVR,1968,North West,Lancaster,"38,146","37,451","38,927","34,301","30,676","27,441",[x],"34,419","33,520","36,082","42,268","45,080","45,126","47,024","44,566","45,818","50,404","59,352","54,872","55,892","53,218","47,978","50,722","16,202","41,260","42,212","46,524","48,316"
2136,Silvertown and City Airport,[z],[z],[z],[z],"42,148","81,472","69,519","56,558","48,481","49,328",[x],"22,563","24,765","250,771",[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z]
2137,Sinfin Central,[z],[z],[z],[z],"1,545",511,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z]
2138,Sinfin North,[z],[z],[z],[z],10,39,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z]
2139,Singer,SIN,9988,Scotland,West Dunbartonshire,"598,824","657,631","673,799","636,394","559,986","483,400",[x],"538,634","631,782","620,534","683,374","712,904","668,796","685,080","629,626","641,210","638,418","665,536","646,864","660,346","631,430","575,008","522,712","68,590","234,144","288,890","316,052","358,320"
2140,Sittingbourne,SIT,5187,South East,Swale,"1,488,821","1,604,761","1,697,795","1,733,828","1,848,271","1,852,773",[x],"1,909,992","1,935,723","2,028,590","2,166,116","2,214,758","2,034,546","2,050,928","2,019,740","1,949,484","1,965,579","2,063,382","2,111,046","2,164,064","2,223,634","2,295,150","2,253,380","750,246","1,659,200","1,876,274","2,084,144","2,326,816"
2141,Skegness,SKG,6265,East Midlands,East Lindsey,"311,536","349,598","419,747","424,927","447,427","450,979",[x],"453,456","415,385","395,516","381,578","360,636","359,202","361,390","357,008","335,276","322,796","351,134","354,070","349,008","356,340","350,864","323,202","112,520","308,608","359,744","358,304","397,520"
2142,Skewen,SKE,4217,Wales,Neath Port Talbot - Castell-nedd Port Talbot,"29,948","29,335","27,585","21,223","22,728","21,063",[x],"18,344","16,961","15,617","17,058","21,882","27,638","34,042","37,186","34,848","36,736","45,352","45,172","43,180","41,692","40,466","38,174","9,322","23,538","30,328","36,008","43,980"
2143,Skipton,SKI,2728,Yorkshire and The Humber,North Yorkshire,"501,521","557,322","621,914","621,334","622,561","648,145",[x],"760,950","794,076","816,561","850,387","865,024","878,662","929,742","949,252","944,214","1,002,014","1,106,036","1,090,808","1,137,700","1,206,474","1,217,432","1,212,320","366,258","943,886","1,098,966","1,178,096","1,286,418"
2144,Slade Green,SGR,5154,London,Bexley,"248,024","284,555","220,576","242,446","257,750","254,463",[x],"254,501","269,130","392,200","474,462","458,674","444,006","491,984","539,368","575,028","608,170","705,436","787,142","810,936","839,160","958,102","990,034","371,202","675,948","917,260","1,091,254","1,103,814"
2145,Slaithwaite,SWT,8450,Yorkshire and The Humber,Kirklees,"87,598","88,559","98,493","92,639","88,914","84,783",[x],"98,871","108,038","112,445","134,517","177,818","182,364","207,416","208,148","185,594","208,418","209,332","212,608","204,946","201,862","208,096","225,942","55,108","186,006","188,144","183,214","235,294"
2146,Slateford,SLA,9236,Scotland,City of Edinburgh,"13,591","16,144","13,875","11,628","13,033","11,903",[x],"18,158","17,805","19,861","20,897","20,912","22,736","21,480","24,520","29,630","33,034","33,278","36,316","32,496","34,004","31,276","31,992","11,242","30,572","44,368","65,584","71,928"
2147,Sleaford,SLR,6362,East Midlands,North Kesteven,"223,643","372,093","379,775","343,650","295,229","301,006",[x],"312,528","321,678","340,026","316,320","318,766","316,894","323,306","336,956","311,490","301,349","312,888","321,288","316,570","309,316","310,906","298,572","76,590","224,066","231,092","257,300","295,790"
2148,Sleights,SLH,8179,Yorkshire and The Humber,North Yorkshire,"3,265","3,408","3,412","3,177","2,732","2,482",[x],"3,116","3,733","3,480","3,976","3,884","4,334","4,292","4,592","4,378","4,426","5,040","4,122","4,188","4,254","4,182","4,732","1,038","4,696","5,048","6,844","6,848"
2149,Slough,SLO,3172,South East,Slough,"3,027,560","3,602,269","4,135,192","4,499,746","4,517,281","4,426,021",[x],"4,448,715","4,336,985","4,611,646","4,879,229","4,896,606","4,791,482","5,171,144","5,460,832","5,573,708","5,533,844","5,561,672","5,529,074","5,670,498","5,544,312","5,640,278","5,546,280","1,403,354","3,512,514","4,527,632","5,383,958","5,503,680"
2150,Small Heath,SMA,4530,West Midlands,Birmingham,"40,666","42,012","42,380","42,399","34,802","34,663",[x],"33,752","34,056","37,213","37,717","79,022","80,246","86,604","100,126","103,534","112,338","116,578","128,298","132,678","148,520","176,792","203,572","73,522","121,042","143,850","195,454","224,446"
2151,Smallbrook Junction,SAB,5494,South East,Isle of Wight,"2,369","2,258","3,552","2,925","3,341","2,995",[x],"3,087","2,716","2,965","4,363","9,672","10,170","11,472","11,478","10,832","11,408","11,230","12,134","12,768","12,670","12,920","12,352","1,268","4,658","8,024","8,174","8,978"
2152,Smethwick Galton Bridge,SGB,1114,West Midlands,Sandwell,"76,352","81,670","79,961","78,427","80,511","91,117",[x],"88,782","102,692","116,401","130,607","310,678","322,712","344,048","494,718","516,076","561,658","577,222","639,594","664,254","707,946","806,784","869,208","233,672","499,810","659,756","705,284","697,590"
2153,Smethwick Rolfe Street,SMR,1150,West Midlands,Sandwell,"78,581","90,634","90,702","81,446","83,827","80,236",[x],"93,557","111,281","113,589","107,146","182,200","181,866","185,766","369,174","360,904","403,220","407,366","454,176","503,956","528,208","625,052","637,670","142,856","292,470","402,204","392,770","403,964"
2154,Smethwick West,[z],[z],[z],[z],4,2,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z]
2155,Smitham,[z],[z],[z],[z],"86,957","108,060","127,033","125,139","141,469","148,374",[x],"182,919","177,913","284,685","329,265","296,472","255,166","279,496",[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z]
2156,Smithy Bridge,SMB,2660,North West,Rochdale,"72,885","64,351","74,879","73,273","67,810","71,879",[x],"91,750","98,319","93,868","102,499","125,274","134,410","141,048","163,064","167,054","146,980","144,206","149,152","167,822","166,542","197,834","205,222","50,430","123,874","140,266","173,418","191,406"
2157,Snaith,SNI,8036,Yorkshire and The Humber,East Riding of Yorkshire,"1,657","2,002","2,671","2,003","1,270","1,257",[x],"1,666","2,135","2,825","4,157","2,870","2,574","2,994","1,738","1,808","1,776","1,596","1,692","2,182","1,660","1,232","1,554",130,736,"1,510","1,482","1,254"
2158,Snodland,SDA,5189,South East,Tonbridge and Malling,"207,789","198,474","185,577","170,202","165,879","164,907",[x],"146,468","169,868","161,688","177,871","191,942","183,894","185,132","181,614","185,384","192,934","194,954","217,306","249,698","325,322","357,372","378,758","98,450","214,130","186,392","250,200","275,854"
2159,Snowdown,SWO,5185,South East,Dover,"20,632","20,865","22,109","18,286","16,183","15,513",[x],"18,282","19,456","17,194","18,057","18,474","16,030","13,424","13,118","10,664","7,556","6,822","7,676","6,932","8,600","8,592","10,334","3,870","10,460","10,918","12,070","11,674"
2160,Soham,SOJ,5247,East of England,East Cambridgeshire,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"14,196","55,518","65,912","65,796"
2161,Sole Street,SOR,5126,South East,Gravesham,"59,524","66,184","68,117","71,900","71,891","80,975",[x],"81,488","77,080","87,373","101,080","94,156","79,800","60,348","61,218","56,534","58,680","61,242","59,572","68,620","64,338","64,698","59,448","13,862","39,570","43,070","50,376","55,630"
2162,Solihull,SOL,4527,West Midlands,Solihull,"384,731","403,262","422,688","441,647","470,528","504,945",[x],"593,753","582,088","651,812","662,665","1,488,584","1,487,994","1,535,210","1,427,616","1,556,104","1,662,460","1,742,020","1,833,916","1,883,800","1,943,062","2,039,998","2,032,882","408,096","1,037,926","1,340,930","1,580,916","1,898,584"
2163,Somerleyton,SYT,7320,East of England,East Suffolk,"6,964","8,225","7,187","8,236","8,518","7,588",[x],"5,208","5,885","7,557","12,240","12,600","9,850","10,822","10,580","11,902","11,830","10,610","10,092","11,638","12,378","12,972","10,898","2,194","8,696","9,010","10,076","11,958"
2164,South Acton,SAT,1452,London,Ealing,"40,417","111,694","117,426","116,582","122,052","127,988",[x],"75,193","80,995","367,851","396,166","301,354","270,150","384,356","524,072","660,954","831,908","882,356","722,238","792,242","819,894","875,784","793,690","263,304","518,546","614,668","705,348","747,478"
2165,South Bank,SBK,7953,North East,Redcar and Cleveland,"1,539","2,284","1,794","1,060",956,430,[x],"1,057","1,942","1,590","1,706","1,530","1,118","2,510","2,654","4,704","12,544","22,860","21,846","23,926","21,424","23,282","27,624","11,296","30,198","33,636","38,302","29,630"
2166,South Bermondsey,SBM,5425,London,Southwark,"136,225","322,090","382,930","348,148","386,315","393,508",[x],"278,590","245,667","547,726","513,569","590,162","596,242","660,076","704,260","692,916","796,504","806,052","757,098","626,580","657,882","781,448","829,660","258,984","459,770","495,108","537,260","632,694"
2167,South Croydon,SCY,5410,London,Croydon,"534,815","649,541","652,649","661,978","687,358","745,693",[x],"802,000","772,355","1,113,525","1,195,718","1,150,400","1,130,468","1,127,554","1,223,100","1,223,842","1,286,274","1,294,342","1,251,526","1,131,534","1,107,906","1,168,752","1,225,184","337,536","600,950","733,102","948,230","1,088,648"
2168,South Elmsall,SES,8355,Yorkshire and The Humber,Wakefield,"191,374","214,975","225,838","216,435","200,584","209,839",[x],"253,244","265,547","281,906","304,642","353,696","351,194","351,140","363,418","356,572","377,194","419,232","392,050","354,966","339,584","305,472","321,728","76,922","251,036","268,438","270,292","288,510"
2169,South Greenford,SGN,3138,London,Ealing,"9,037","6,502","10,254","7,520","5,932","7,018",[x],"5,804","6,106","14,207","16,059","14,524","16,480","31,888","31,302","38,360","41,338","47,324","62,184","53,110","26,502","28,084","28,382","8,810","13,462","20,706","38,330","52,212"
2170,South Gyle,SGL,9318,Scotland,City of Edinburgh,"305,258","344,167","394,223","427,605","409,750","365,785",[x],"405,279","424,306","410,270","464,005","496,926","475,824","477,300","513,788","555,096","574,629","558,072","587,432","497,162","432,946","381,972","363,078","49,842","121,158","162,712","206,294","220,542"
2171,South Hampstead,SOH,1451,London,Camden,"52,030","97,302","90,121","55,395","64,078","72,943",[x],"38,387","46,146","160,873","239,280","278,098","299,770","495,560","582,322","573,020","675,592","671,828","456,228","423,328","422,350","425,732","408,142","164,572","339,458","395,334","429,366","477,560"
2172,South Kenton,SOK,1453,London,Brent,"147,835","174,198","171,150","166,349","190,861","184,547",[x],"165,873","185,022","75,555","57,108","44,862","127,420","255,140","271,158","295,276","313,854","356,848","591,656","592,604","570,268","545,400","555,162","214,474","419,306","502,386","555,104","643,152"
2173,South Merton,SMO,5292,London,Merton,"18,806","27,673","44,947","38,622","36,009","37,771",[x],"44,731","50,424","116,795","176,734","141,418","124,534","137,550","157,004","157,632","183,482","194,092","139,816","114,054","119,646","114,538","149,020","44,164","89,286","108,722","117,202","125,436"
2174,South Milford,SOM,8142,Yorkshire and The Humber,North Yorkshire,"50,241","56,016","61,294","59,302","50,278","52,958",[x],"82,302","78,239","83,899","92,993","104,604","96,224","101,274","107,674","112,730","117,282","131,058","138,458","156,198","171,598","173,438","177,066","26,662","79,192","97,572","123,856","135,578"
2175,South Ruislip,SRU,3057,London,Hillingdon,[z],[z],[z],[z],[z],[z],[z],[z],[z],"87,484","102,480","90,800","103,366","135,928","135,900","142,830","165,732","179,422","234,704","229,314","222,886","230,002","221,298","58,664","128,842","152,678","122,888","165,020"
2176,South Tottenham,STO,7404,London,Haringey,"32,630","90,447","105,795","112,439","116,078","135,208",[x],"45,834","42,090","243,519","293,742","232,748","225,126","441,988","657,604","799,950","1,001,870","1,046,516","1,379,768","409,534","748,758","1,168,598","948,036","683,162","1,054,286","1,129,644","1,260,200","1,357,436"
2177,South Wigston,SWS,1949,East Midlands,Oadby and Wigston,"49,919","48,582","48,775","43,977","41,019","43,368",[x],"41,921","35,812","37,575","45,955","42,698","45,286","53,946","58,628","64,408","66,658","68,032","74,858","80,180","74,234","85,394","94,054","20,222","67,430","90,504","100,480","133,846"
2178,South Woodham Ferrers,SOF,6892,East of England,Chelmsford,"587,506","581,919","641,065","650,134","644,854","620,168",[x],"613,499","576,007","602,417","601,314","606,438","540,264","559,070","537,600","554,440","584,312","591,600","571,172","546,564","510,558","513,228","473,240","71,784","237,966","250,598","288,570","318,044"
2179,Southall,STL,3187,London,Ealing,"471,881","713,560","844,497","928,123","922,272","946,523",[x],"865,929","859,286","1,558,579","1,634,665","1,462,314","1,338,300","1,902,144","2,121,974","2,222,226","2,305,922","2,422,096","2,791,162","2,683,640","2,656,828","3,121,946","3,475,354","1,266,700","2,755,662","4,428,198","6,968,560","7,669,160"
2180,Southampton Airport Parkway,SOA,5922,South East,Eastleigh,"762,185","903,446","957,419","1,007,464","975,839","987,402",[x],"1,190,497","1,421,305","1,322,387","1,403,733","1,460,708","1,411,294","1,408,684","1,507,644","1,539,766","1,604,488","1,651,626","1,819,432","1,842,710","1,671,518","1,700,314","1,592,654","233,020","780,160","1,079,070","1,217,108","1,444,254"
2181,Southampton Central,SOU,5932,South East,Southampton,"3,216,569","3,397,331","3,689,538","4,072,160","4,181,474","4,377,502",[x],"4,655,895","4,844,998","5,084,065","5,486,747","5,835,958","5,596,448","5,799,996","5,947,616","6,106,856","6,278,910","6,433,514","6,359,692","6,361,392","6,538,346","6,664,714","6,351,828","1,448,076","4,294,330","5,495,672","5,795,080","6,172,960"
2182,Southbourne,SOB,5263,South East,Chichester,"154,468","159,174","175,564","176,197","182,996","199,003",[x],"197,529","200,700","201,956","208,048","218,162","209,744","221,528","223,446","240,802","242,630","237,168","225,900","157,490","176,396","204,058","216,278","77,860","174,566","181,964","181,120","229,080"
2183,Southbury,SBU,6947,London,Enfield,"211,082","227,536","243,403","245,049","244,581","255,967",[x],"291,244","263,038","317,098","390,330","345,940","311,298","339,984","383,542","416,596","477,606","530,552","833,988","939,482","985,176","996,710","935,050","375,998","729,130","812,092","1,075,392","1,038,924"
2184,Southease,SEE,5339,South East,Lewes,"4,976","6,221","5,231","4,275","5,554","6,225",[x],"7,093","7,245","8,527","8,855","8,442","9,994","12,228","13,816","11,634","18,042","20,662","17,966","13,184","18,162","22,008","22,052","10,302","23,564","23,206","25,064","27,332"
2185,Southend Airport,SIA,4787,East of England,Rochford,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"57,208","340,814","408,430","520,734","425,160","395,646","466,510","611,256","757,058","64,524","126,090","141,358","187,966","231,806"
2186,Southend Central,SOC,7456,East of England,Southend-on-Sea,"1,857,497","1,956,198","2,093,864","2,282,597","2,451,962","2,604,365",[x],"2,791,142","3,018,137","1,694,658","1,917,298","1,820,709","1,838,927","1,808,059","2,086,160","1,996,456","1,955,040","2,918,931","3,092,306","3,038,301","3,396,026","3,446,092","2,781,818","905,548","1,782,048","2,041,420","2,043,970","2,242,080"
